Station Id,Station Name,County Name,Elevation (ft),Year,Jan,Jan,Jan,Jan,Feb,Feb,Feb,Feb,Mar,Mar,Mar,Mar,Apr,Apr,Apr,Apr,May,May,May,May,Jun,Jun,Jun,Jun,Jul,Jul,Jul,Jul,Aug,Aug,Aug,Aug,Sep,Sep,Sep,Sep,Oct,Oct,Oct,Oct,Nov,Nov,Nov,Nov,Dec,Dec,Dec,Dec
336,Big Bend,Elko,6898,2018,5.4,1.5,34,31,7.0,2.9,26,31,8.2,3.9,32,31,10.8,2.7,41,35,11.8,0.0,49,46,14.5,0.0,56,50,14.8,0.0,69,58,14.8,0.0,65,59,14.8,0.0,58,54,0.0,0.0,43,42,2.0,0.0,34,33,3.3,2.0,25,32
336,Big Bend,Elko,6898,2019,5.5,3.6,28,31,7.1,5.5,23,32,10.3,11.3,31,32,11.6,10.4,41,33,14.9,0.0,45,42,20.5,0.0,55,50,20.8,0.0,65,56,21.1,0.0,66,57,21.6,0.0,53,52,0.0,0.1,38,37,0.9,0.0,38,32,1.5,0.7,28,32
336,Big Bend,Elko,6898,2020,4.9,4.7,29,32,8.8,8.7,27,32,9.7,9.4,34,32,11.0,8.4,40,34,11.5,0.0,49,45,14.4,0.0,54,51,16.4,0.0,65,55,16.6,0.0,67,59,16.7,0.0,60,53,0.0,0.0,48,43,0.7,0.0,35,35,2.1,1.0,28,29
336,Big Bend,Elko,6898,2021,3.3,2.3,28,30,4.8,4.0,27,31,8.1,7.3,32,32,9.2,6.7,41,34,9.7,0.0,48,44,10.3,0.0,64,54,10.3,0.0,70,61,11.5,0.0,64,59,11.8,0.0,58,53,0.0,0.0,44,42,3.4,0.0,39,35,4.5,0.2,28,31
337,Big Creek Sum,Lander,8685,1994,4.3,1.9,29,,5.7,3.0,24,,10.0,8.4,34,,12.4,11.1,35,,19.9,14.7,44,,22.7,0.0,57,,23.0,0.0,64,,23.3,0.0,63,,25.3,0.0,53,,0.0,0.0,38,,2.1,0.8,23,,8.3,8.7,27,
337,Big Creek Sum,Lander,8685,1995,10.1,11.8,26,,15.4,18.7,34,,16.6,20.1,28,,22.8,24.9,32,,28.7,30.8,38,,35.1,23.2,47,,37.9,0.0,60,,38.1,0.0,61,,39.9,0.0,54,,0.0,0.0,44,,0.0,0.0,39,,0.4,0.4,28,
337,Big Creek Sum,Lander,8685,1996,5.2,3.8,27,,9.7,8.6,29,,12.2,10.5,31,,15.5,15.4,36,,17.8,11.5,43,,20.7,0.0,56,,21.7,0.0,64,,22.1,0.0,62,,22.4,0.0,50,,0.0,0.0,40,,1.9,0.5,33,,5.1,2.8,28,
337,Big Creek Sum,Lander,8685,1997,8.1,6.8,25,,12.1,9.0,23,,14.7,12.7,35,,15.8,13.1,32,,17.7,10.4,49,,18.5,0.0,50,,23.7,0.0,58,,25.9,0.0,62,,26.5,0.0,52,,0.0,0.0,40,,2.9,1.2,33,,4.7,3.2,24,
337,Big Creek Sum,Lander,8685,1998,6.6,5.8,27,,10.6,10.1,23,,16.3,17.4,29,,20.5,22.0,31,,24.4,22.6,36,,34.1,22.8,47,,38.2,0.0,63,,39.0,0.0,63,,39.0,0.0,50,,0.0,0.0,37,,2.0,1.6,31,,4.3,5.0,25,
337,Big Creek Sum,Lander,8685,1999,5.7,7.1,28,,9.4,11.9,27,,11.2,13.7,30,,13.2,16.4,30,,19.4,21.3,41,,21.8,0.0,53,,24.4,0.0,61,,24.7,0.0,58,,25.8,0.0,53,,0.0,0.0,47,,0.3,0.0,39,,1.1,0.4,27,
337,Big Creek Sum,Lander,8685,2000,2.2,1.5,27,,4.5,3.9,29,,9.0,10.2,30,,10.5,12.3,40,,12.0,7.7,46,,16.1,0.0,57,,17.6,0.0,62,,17.8,0.0,61,,18.9,0.0,53,,0.0,0.0,39,,2.5,0.9,26,,4.0,3.4,31,
337,Big Creek Sum,Lander,8685,2001,5.0,5.0,24,,8.0,9.7,23,,10.5,14.0,32,,14.2,18.7,34,,18.8,18.8,51,,19.1,0.0,57,,19.1,0.0,60,,20.2,0.0,65,,20.8,0.0,56,,0.0,0.0,46,,1.3,0.0,33,,3.4,1.1,25,
337,Big Creek Sum,Lander,8685,2002,7.3,7.5,24,,8.8,10.2,30,,10.6,12.9,27,,12.5,16.4,37,,16.2,14.9,44,,17.6,0.0,57,,18.1,0.0,66,,19.0,0.0,60,,19.2,0.0,52,,0.0,0.0,39,,0.7,0.0,33,,2.4,1.6,26,
337,Big Creek Sum,Lander,8685,2003,4.3,4.0,36,,5.5,5.8,23,,8.2,8.9,31,,10.6,11.6,31,,15.4,16.0,46,,17.8,0.0,56,,18.3,0.0,66,,19.8,0.0,60,,22.3,0.0,55,44,0.0,0.0,50,39,0.1,0.2,30,32,2.1,1.7,,
337,Big Creek Sum,Lander,8685,2004,6.1,5.8,30,,7.4,7.7,26,31,11.1,15.5,40,32,12.1,16.5,39,32,14.8,16.0,46,38,15.8,0.0,56,48,16.7,0.0,62,52,18.7,0.0,59,51,19.9,0.0,51,44,0.0,0.0,40,37,4.0,3.7,31,33,7.2,9.1,31,33
337,Big Creek Sum,Lander,8685,2005,8.7,11.6,31,32,11.8,16.9,30,32,14.2,21.3,32,32,17.3,26.2,36,32,21.0,29.6,46,32,25.6,2.2,51,46,26.1,0.0,65,53,26.1,0.0,61,51,26.6,0.0,51,44,0.0,0.0,44,36,1.2,0.0,38,33,2.4,1.0,32,31
337,Big Creek Sum,Lander,8685,2006,5.0,2.9,30,31,8.8,7.7,30,31,10.2,9.5,26,31,16.3,17.4,38,32,22.3,18.3,48,35,23.1,0.0,58,49,23.5,0.0,64,54,25.2,0.0,61,52,25.3,0.0,53,47,0.0,0.0,42,37,0.9,0.0,36,32,2.5,1.2,31,29
337,Big Creek Sum,Lander,8685,2007,4.8,3.6,25,29,6.1,5.4,30,29,9.7,9.8,38,31,11.9,12.4,39,32,15.5,12.4,49,35,16.9,0.0,57,48,18.4,0.0,66,54,19.1,0.0,62,53,21.0,0.0,52,45,0.0,0.0,43,36,1.2,0.0,38,33,1.7,0.0,25,31
337,Big Creek Sum,Lander,8685,2008,7.1,6.0,24,31,11.8,13.2,29,31,14.8,17.5,31,31,15.5,18.3,36,32,16.5,15.9,43,33,19.6,0.0,55,46,20.4,0.0,64,53,20.5,0.0,63,53,20.7,0.0,55,47,0.0,0.0,45,38,0.3,0.0,38,34,3.4,0.7,28,31
337,Big Creek Sum,Lander,8685,2009,6.3,3.5,32,31,9.7,8.8,29,31,12.4,13.6,31,31,15.1,18.1,36,32,20.6,24.9,50,34,21.9,0.0,50,45,25.8,0.0,62,51,28.1,0.0,59,50,29.3,0.0,57,48,0.0,0.0,39,37,1.8,0.1,37,31,1.9,0.1,26,25
337,Big Creek Sum,Lander,8685,2010,4.8,2.9,31,29,8.0,7.6,29,30,10.7,11.0,31,30,14.4,17.0,34,31,18.0,19.5,38,32,21.6,13.7,53,41,21.8,0.0,63,51,22.5,0.0,60,50,22.6,0.0,56,46,0.0,0.0,43,40,4.1,0.1,32,34,8.7,4.4,31,33
337,Big Creek Sum,Lander,8685,2011,16.5,16.2,31,33,17.4,16.8,26,32,18.6,18.3,32,32,23.4,25.3,34,32,26.3,26.9,40,32,30.7,18.8,51,40,31.0,0.0,62,51,31.5,0.0,62,51,32.7,0.0,56,47,0.0,0.0,45,39,1.7,0.0,32,32,2.6,0.8,28,27
337,Big Creek Sum,Lander,8685,2012,2.8,0.8,34,27,4.6,2.5,27,27,7.3,5.8,35,29,10.1,9.5,40,32,12.8,2.0,47,37,15.1,0.0,56,47,15.2,0.0,63,52,16.6,0.0,63,53,17.8,0.0,57,48,0.0,0.0,46,39,0.8,0.0,39,33,1.3,0.6,26,31
337,Big Creek Sum,Lander,8685,2013,5.9,5.1,28,31,8.7,9.5,27,31,11.3,14.0,36,32,12.4,14.5,38,32,14.9,13.5,45,35,16.5,0.0,58,48,16.9,0.0,64,53,17.4,0.0,61,52,17.8,0.0,52,47,0.0,0.0,40,36,1.5,1.5,37,33,2.6,2.5,29,32
337,Big Creek Sum,Lander,8685,2014,5.0,5.3,34,31,6.5,7.3,32,32,9.9,10.3,35,32,12.1,12.9,39,32,14.2,10.4,46,37,15.7,0.0,56,47,16.1,0.0,64,53,16.8,0.0,58,51,19.3,0.0,55,47,0.0,0.0,49,39,0.2,0.0,37,34,1.6,0.9,30,32
337,Big Creek Sum,Lander,8685,2015,5.2,4.6,35,32,6.2,5.7,37,32,7.1,6.6,40,32,8.0,4.8,37,32,9.9,0.3,44,39,13.9,0.0,60,50,14.9,0.0,58,52,16.7,0.0,62,53,17.4,0.0,57,48,0.0,0.0,47,42,3.1,0.5,30,35,6.9,4.0,27,34
337,Big Creek Sum,Lander,8685,2016,11.7,10.8,29,33,15.7,16.4,36,33,16.7,17.6,35,33,20.2,21.8,40,33,25.8,23.6,44,33,26.9,0.0,59,49,28.0,0.0,63,52,28.4,0.0,62,52,28.5,0.0,52,46,0.0,0.0,45,38,1.4,0.0,38,34,3.6,1.9,29,32
337,Big Creek Sum,Lander,8685,2017,6.7,4.6,28,33,12.0,11.6,31,33,15.0,15.8,37,33,19.0,20.6,37,33,21.7,20.6,47,37,23.1,0.0,58,48,24.6,0.0,64,53,26.0,0.0,62,53,27.1,0.0,50,46,0.0,0.0,44,34,0.4,0.0,40,33,1.7,0.6,35,32
337,Big Creek Sum,Lander,8685,2018,2.7,1.6,35,32,4.2,3.3,26,31,6.4,5.9,31,32,10.6,10.8,40,32,14.4,7.3,46,37,18.0,0.0,57,48,18.1,0.0,65,54,19.2,0.0,63,53,19.4,0.0,57,47,0.0,0.0,41,37,2.5,0.0,36,31,4.1,1.9,29,31
337,Big Creek Sum,Lander,8685,2019,7.1,5.4,31,32,10.1,10.7,23,32,14.6,16.8,31,32,20.9,25.2,40,32,23.9,23.6,41,32,30.1,19.1,53,41,31.2,0.0,62,51,32.3,0.0,63,52,32.9,0.0,51,46,0.0,0.0,40,34,0.3,0.0,38,31,2.2,2.1,29,32
337,Big Creek Sum,Lander,8685,2020,5.2,6.2,30,31,6.6,8.8,30,31,7.6,11.1,31,31,10.9,14.4,39,32,12.1,7.8,48,39,15.3,0.0,54,47,15.6,0.0,64,52,15.8,0.0,65,54,16.6,0.0,59,49,0.0,0.0,49,41,0.0,0.0,35,34,1.5,1.6,31,30
337,Big Creek Sum,Lander,8685,2021,4.0,4.3,30,31,6.7,8.4,27,31,10.4,13.9,31,32,14.1,19.5,40,33,16.8,22.0,45,33,20.0,0.0,62,49,20.2,0.0,65,54,22.1,0.0,62,52,22.5,0.0,57,48,0.0,0.0,41,37,3.3,1.5,41,34,3.7,0.8,30,32
340,Big Meadow,Washoe,8235,1994,5.3,1.3,30,,6.4,1.8,,,11.7,7.0,33,,14.3,7.5,35,,15.1,0.0,42,,18.0,0.0,53,,18.0,0.0,61,,18.1,0.0,60,,18.1,0.0,50,,0.0,0.0,39,,0.5,0.0,23,,8.9,7.3,26,
340,Big Meadow,Washoe,8235,1995,12.4,11.0,26,,23.9,24.0,34,,25.6,23.6,27,,39.3,37.3,31,,44.7,38.0,38,,49.4,22.7,45,,51.4,0.0,55,,52.7,0.0,56,,52.7,0.0,53,,0.0,0.0,44,,0.0,0.0,39,,0.6,0.0,28,
340,Big Meadow,Washoe,8235,1996,5.9,3.1,28,,16.3,12.7,28,,26.5,22.7,31,,33.7,29.8,36,,36.7,22.9,40,,40.7,0.0,52,,41.5,0.0,60,,42.0,0.0,59,,43.1,0.0,49,,0.0,0.0,39,,1.6,1.1,32,,6.0,2.4,28,
340,Big Meadow,Washoe,8235,1997,22.4,17.5,26,,37.4,28.1,26,,39.1,31.7,35,,40.4,27.4,33,,41.8,14.9,47,,42.5,0.0,48,,46.3,0.0,56,,46.6,0.0,58,,46.7,0.0,50,,0.0,0.0,39,,1.3,0.0,32,,3.4,2.0,26,
340,Big Meadow,Washoe,8235,1998,6.3,4.9,28,,12.3,11.4,23,,22.2,22.5,29,,27.7,26.0,31,,30.4,21.1,34,,34.3,11.4,46,,37.4,0.0,59,,37.5,0.0,60,,37.8,0.0,48,,0.0,0.0,37,,1.3,0.3,29,,7.8,5.0,26,
340,Big Meadow,Washoe,8235,1999,10.0,7.2,28,,18.8,15.4,26,,28.3,27.1,28,,31.0,27.7,30,,36.2,27.8,41,,36.4,0.0,50,,37.2,0.0,58,,37.2,0.0,53,,38.0,0.0,51,,0.0,0.0,46,,1.6,0.0,36,,3.5,0.6,29,
340,Big Meadow,Washoe,8235,2000,4.6,1.3,26,,13.2,10.2,28,,20.6,18.0,31,,22.1,18.4,39,,23.6,6.9,43,,25.5,0.0,55,,26.4,0.0,58,,26.5,0.0,59,,26.8,0.0,49,,0.0,0.0,38,,1.8,1.3,28,,3.4,2.9,32,
340,Big Meadow,Washoe,8235,2001,4.5,3.7,25,,6.9,6.1,22,,10.0,9.1,34,,12.3,6.8,32,,15.9,0.4,51,,16.3,0.0,53,,16.4,0.0,57,,17.8,0.0,62,,17.8,0.0,54,,0.0,0.0,46,,0.9,0.3,32,,5.5,3.9,25,
340,Big Meadow,Washoe,8235,2002,13.5,11.5,24,,16.2,12.8,30,,18.1,14.8,28,,22.2,17.8,36,,25.1,10.0,42,,26.0,0.0,53,,26.9,0.0,62,,27.1,0.0,57,,27.3,0.0,51,,0.0,0.0,39,,0.4,0.0,33,,4.6,3.3,25,
340,Big Meadow,Washoe,8235,2003,14.0,13.3,36,,15.8,15.6,24,,17.8,18.0,31,,20.6,17.3,28,,26.4,20.9,43,,27.1,0.0,54,,28.0,0.0,62,,28.3,0.0,57,,30.0,0.0,53,,0.0,0.0,48,,1.2,0.9,27,,2.3,1.5,26,
340,Big Meadow,Washoe,8235,2004,11.0,10.9,26,,13.1,13.4,24,,18.8,19.7,37,,20.8,16.8,37,,21.6,0.3,43,,22.8,0.0,53,,23.3,0.0,60,,23.7,0.0,57,,23.7,0.0,50,,0.0,0.0,37,,4.9,4.2,29,,8.6,6.6,29,
340,Big Meadow,Washoe,8235,2005,15.5,13.4,27,,23.5,21.5,28,,25.5,23.4,30,,30.4,27.4,32,,33.1,23.7,41,,36.0,0.0,46,,37.3,0.0,62,,37.4,0.0,58,,37.4,0.0,47,49,0.0,0.0,41,41,0.8,0.0,34,34,2.5,0.7,28,34
340,Big Meadow,Washoe,8235,2006,16.7,14.5,25,33,23.2,20.2,27,33,26.0,24.7,22,33,35.0,32.9,33,33,41.1,32.9,44,34,42.3,0.0,55,53,42.6,0.0,62,60,42.8,0.0,57,56,42.8,0.0,51,51,0.0,0.0,41,38,0.9,0.0,35,34,2.7,0.3,31,32
340,Big Meadow,Washoe,8235,2007,4.8,2.1,27,32,6.0,3.3,30,32,13.7,10.9,37,32,15.3,9.1,37,35,17.2,0.0,46,46,18.3,0.0,53,52,19.1,0.0,62,60,19.5,0.0,60,60,19.7,0.0,49,49,0.0,0.0,41,38,1.9,0.0,38,34,2.8,0.0,26,32
340,Big Meadow,Washoe,8235,2008,6.7,3.7,26,32,16.3,15.0,30,32,20.1,18.7,31,32,21.2,18.3,35,33,21.8,9.0,42,43,23.3,0.0,53,51,23.3,0.0,61,57,23.4,0.0,60,58,23.4,0.0,53,53,0.0,0.0,43,41,0.7,0.0,39,34,5.3,1.9,28,32
340,Big Meadow,Washoe,8235,2009,10.5,6.3,34,32,12.3,8.2,28,32,15.2,11.4,30,32,21.3,16.5,35,32,23.2,10.7,48,45,24.9,0.0,48,46,27.2,0.0,60,55,27.3,0.0,57,55,27.5,0.0,55,54,0.0,0.0,39,38,4.0,0.0,36,34,5.7,1.7,27,32
340,Big Meadow,Washoe,8235,2010,11.1,6.5,31,32,16.3,12.5,30,33,21.5,18.5,31,33,25.7,22.0,32,32,30.4,23.5,36,33,32.7,5.2,50,49,32.8,0.0,59,56,32.9,0.0,55,55,33.2,0.0,53,50,0.0,0.0,42,42,7.7,0.0,32,35,13.9,6.0,30,33
340,Big Meadow,Washoe,8235,2011,24.3,16.6,33,33,25.0,17.2,25,33,30.0,23.7,30,33,41.4,36.0,33,32,43.7,32.6,37,32,46.5,16.4,47,42,49.5,0.0,57,52,49.6,0.0,58,55,49.6,0.0,54,52,0.0,0.0,43,41,1.8,0.0,32,33,3.4,1.0,30,26
340,Big Meadow,Washoe,8235,2012,3.4,1.0,34,29,8.4,4.6,28,31,11.0,6.9,31,32,16.5,11.7,37,33,18.8,2.0,45,44,19.7,0.0,51,50,20.3,0.0,59,57,20.4,0.0,61,57,20.9,0.0,55,53,0.0,0.0,45,45,2.3,0.4,36,35,7.4,4.6,26,33
340,Big Meadow,Washoe,8235,2013,16.5,15.4,29,33,17.5,17.0,28,33,17.5,17.0,35,33,19.4,13.5,38,36,20.7,0.0,44,44,22.3,0.0,54,50,23.0,0.0,61,55,24.6,0.0,57,55,24.6,0.0,50,50,0.0,0.0,40,39,1.1,0.4,36,34,2.3,0.0,31,32
340,Big Meadow,Washoe,8235,2014,4.1,1.7,35,30,6.4,3.5,32,32,11.3,7.3,34,32,13.7,4.2,38,37,15.2,0.0,45,44,17.1,0.0,53,50,17.2,0.0,62,56,17.6,0.0,56,54,19.6,0.0,53,52,0.0,0.0,46,43,1.2,0.2,38,36,3.5,1.1,30,34
340,Big Meadow,Washoe,8235,2015,7.7,5.1,36,33,8.0,5.3,36,33,12.4,8.0,38,35,13.0,0.0,37,38,15.4,0.0,42,42,18.9,0.0,56,51,20.1,0.0,56,53,21.1,0.0,59,55,21.3,0.0,54,52,0.0,0.0,46,46,2.7,0.0,29,36,8.2,3.7,26,34
340,Big Meadow,Washoe,8235,2016,14.9,11.1,28,34,22.9,18.8,36,33,25.1,20.5,33,33,31.2,25.1,39,33,35.1,15.5,42,40,38.0,0.0,55,50,38.2,0.0,59,55,38.3,0.0,59,57,38.4,0.0,52,53,0.0,0.0,41,42,9.2,1.2,36,36,11.3,2.1,28,34
340,Big Meadow,Washoe,8235,2017,18.3,8.5,26,33,36.4,28.9,28,33,53.4,47.2,35,33,58.1,50.7,35,33,62.7,47.3,44,32,64.5,15.0,53,44,65.3,0.0,61,55,65.8,0.0,59,54,66.5,0.0,49,48,0.0,0.0,43,39,1.1,0.0,36,34,7.4,4.6,36,32
340,Big Meadow,Washoe,8235,2018,8.5,5.1,34,32,11.9,8.5,27,32,13.4,10.0,29,32,23.6,20.6,37,32,26.3,13.4,44,42,30.2,0.0,54,50,30.8,0.0,63,56,31.2,0.0,60,56,34.6,0.0,53,51,0.0,0.0,41,41,0.7,0.0,37,34,3.6,2.5,29,34
340,Big Meadow,Washoe,8235,2019,6.2,4.9,31,33,15.4,15.9,22,33,30.6,34.6,29,33,35.2,40.7,38,33,36.8,32.5,39,32,40.6,12.2,52,47,40.6,0.0,58,53,40.8,0.0,59,56,40.8,0.0,48,49,0.0,0.1,40,38,0.2,0.0,37,36,4.0,3.4,29,34
340,Big Meadow,Washoe,8235,2020,9.9,9.1,30,33,11.8,11.0,32,33,11.9,10.7,29,33,17.8,17.2,38,33,19.3,6.2,45,42,20.6,0.0,51,49,21.1,0.0,60,55,21.9,0.0,62,58,22.2,0.0,57,54,0.0,0.0,49,46,0.1,0.0,34,37,3.6,2.6,32,34
340,Big Meadow,Washoe,8235,2021,6.2,5.3,30,33,10.6,10.0,29,33,12.5,12.4,30,33,14.4,13.5,39,35,15.5,0.0,45,44,16.8,0.0,58,52,16.9,0.0,64,59,17.1,0.0,60,57,17.1,0.0,55,53,0.0,0.0,40,40,10.0,2.7,40,35,10.8,2.8,28,33
373,Buckskin Lower,Humboldt,6930,1994,4.6,2.4,28,,5.5,3.6,25,,8.1,6.0,36,,9.1,3.2,40,,12.6,0.0,48,,15.6,0.0,56,,15.7,0.0,65,,15.7,0.0,65,,15.7,0.0,55,,0.0,0.0,40,,1.4,0.0,23,,5.5,4.0,25,
373,Buckskin Lower,Humboldt,6930,1995,8.2,7.0,27,,12.0,10.2,35,,12.5,8.1,30,,17.5,8.9,35,,21.8,3.5,42,,26.7,0.0,50,,30.1,0.0,60,,30.6,0.0,61,,30.9,0.0,54,,0.0,0.0,43,,0.5,0.0,39,,2.2,0.5,28,
373,Buckskin Lower,Humboldt,6930,1996,9.2,2.7,27,,13.5,6.8,29,,15.5,8.8,33,,19.8,10.3,38,,22.7,3.9,44,,25.8,0.0,55,,27.2,0.0,65,,27.2,0.0,63,,27.2,0.0,51,,0.0,0.0,41,,1.6,0.0,34,,3.3,0.0,28,
373,Buckskin Lower,Humboldt,6930,1997,9.3,5.6,26,,14.4,7.2,25,,15.6,8.1,35,,18.1,5.7,35,,23.2,0.4,51,,24.7,0.0,52,,26.5,0.0,60,,27.4,0.0,63,,27.7,0.0,54,,0.0,0.0,41,,1.4,0.0,34,,2.9,1.3,24,
373,Buckskin Lower,Humboldt,6930,1998,4.3,1.8,29,,8.1,5.9,25,,12.5,10.2,30,,17.3,12.2,35,,20.1,8.4,40,,26.9,0.0,50,,29.5,0.0,65,,29.8,0.0,65,,29.9,0.0,54,,0.0,0.0,39,,1.7,0.2,32,,4.9,2.9,24,
373,Buckskin Lower,Humboldt,6930,1999,6.1,3.7,28,,9.7,7.8,27,,13.6,11.4,30,,15.3,11.9,34,,17.3,5.2,44,,20.0,0.0,54,,20.8,0.0,62,,20.8,0.0,60,,21.4,0.0,54,,0.0,0.0,47,,1.0,0.0,38,,2.3,0.5,28,
373,Buckskin Lower,Humboldt,6930,2000,3.3,0.7,26,,7.1,4.6,31,,10.1,8.2,31,,13.2,9.8,42,,14.9,0.0,47,,17.3,0.0,58,,17.3,0.0,64,,17.3,0.0,65,,17.6,0.0,52,,0.0,0.0,40,,3.7,0.0,26,,4.5,0.4,29,
373,Buckskin Lower,Humboldt,6930,2001,5.6,0.9,25,,7.4,3.0,24,,8.9,4.4,35,,11.1,1.7,35,,14.6,0.0,52,,15.3,0.0,56,,16.0,0.0,62,,16.9,0.0,67,,17.5,0.0,57,,0.0,0.0,46,,0.3,0.0,33,,2.9,1.5,25,
373,Buckskin Lower,Humboldt,6930,2002,7.3,7.4,24,,10.2,9.7,27,,11.8,11.6,29,,14.7,12.8,39,,16.6,0.0,46,,18.1,0.0,56,,19.2,0.0,67,,19.5,0.0,60,,19.5,0.0,54,,0.0,0.0,40,,0.4,0.0,34,,2.3,0.0,28,
373,Buckskin Lower,Humboldt,6930,2003,4.3,1.9,35,,5.8,3.9,25,,7.0,4.3,34,,9.9,0.0,34,,13.7,0.0,47,,16.6,0.0,57,,16.9,0.0,69,,18.1,0.0,64,,19.2,0.0,55,,0.0,0.0,48,,0.0,0.0,27,,2.3,2.2,27,
373,Buckskin Lower,Humboldt,6930,2004,7.5,8.3,25,,10.0,11.4,25,,13.5,15.6,38,,14.6,8.6,40,,17.0,0.1,46,,19.7,0.0,55,,21.0,0.0,64,,21.0,0.0,60,,23.2,0.0,53,49,0.0,0.0,42,40,3.5,1.4,32,33,6.1,2.6,32,32
373,Buckskin Lower,Humboldt,6930,2005,7.7,3.7,31,32,9.8,3.9,30,32,12.0,6.3,35,32,14.9,10.3,38,32,20.2,6.4,47,42,24.2,0.0,51,50,25.4,0.0,66,62,25.8,0.0,63,60,25.9,0.0,52,48,0.0,0.0,44,38,1.7,0.0,36,33,5.1,1.0,31,31
373,Buckskin Lower,Humboldt,6930,2006,10.6,1.8,30,32,15.2,7.0,29,32,17.7,9.0,29,32,20.5,12.8,39,32,26.0,6.8,49,44,28.7,0.0,58,54,29.3,0.0,67,61,29.5,0.0,61,58,29.6,0.0,54,49,0.0,0.0,43,38,0.9,0.0,35,33,3.7,1.0,29,32
373,Buckskin Lower,Humboldt,6930,2007,6.1,3.1,25,31,7.1,3.7,32,31,10.6,7.0,40,32,11.9,3.7,41,37,14.7,0.0,50,47,15.6,0.0,57,52,16.6,0.0,69,61,16.8,0.0,64,62,16.8,0.0,52,51,0.0,0.0,42,38,4.6,0.0,37,34,6.6,0.4,25,32
373,Buckskin Lower,Humboldt,6930,2008,10.4,3.4,24,32,13.9,7.0,30,32,16.0,9.5,31,32,19.0,12.4,36,32,21.8,6.6,46,41,23.1,0.0,55,50,23.9,0.0,64,57,24.0,0.0,63,58,24.2,0.0,55,50,0.0,0.0,45,39,1.9,0.0,39,34,4.9,0.0,27,31
373,Buckskin Lower,Humboldt,6930,2009,8.8,3.2,32,31,11.3,6.2,29,32,12.5,7.3,32,32,15.5,8.3,39,32,19.0,0.0,53,47,20.9,0.0,52,50,25.0,0.0,64,57,25.0,0.0,62,57,25.9,0.0,61,55,0.0,0.0,40,38,3.3,0.3,35,33,4.7,0.9,25,31
373,Buckskin Lower,Humboldt,6930,2010,6.8,3.3,31,32,9.9,6.5,29,32,10.8,7.6,33,32,13.4,9.2,36,32,16.5,1.0,41,38,20.3,0.0,54,50,21.4,0.0,64,56,21.9,0.0,60,56,22.4,0.0,60,47,0.0,0.0,46,42,3.4,0.2,32,34,6.8,2.3,30,33
373,Buckskin Lower,Humboldt,6930,2011,12.7,8.8,31,33,14.1,8.3,27,32,16.4,9.5,32,32,23.5,17.6,34,32,29.9,18.1,42,33,34.2,0.0,51,48,36.3,0.0,62,55,36.5,0.0,64,56,36.6,0.0,58,52,0.0,0.0,45,40,2.3,0.0,32,32,4.9,2.0,30,28
373,Buckskin Lower,Humboldt,6930,2012,5.2,2.2,32,28,8.2,3.9,28,29,9.9,5.3,35,31,14.7,6.1,44,36,16.8,0.0,51,46,17.2,0.0,58,50,17.9,0.0,69,59,17.9,0.0,67,60,18.2,0.0,59,52,0.0,0.0,49,41,1.1,0.0,38,35,4.5,0.9,27,32
373,Buckskin Lower,Humboldt,6930,2013,9.4,3.3,28,32,12.5,7.0,28,32,13.4,8.2,36,32,14.4,5.2,39,36,16.2,0.0,48,46,18.7,0.0,58,50,19.0,0.0,74,58,19.2,0.0,69,58,19.4,0.0,56,50,0.0,0.0,42,36,1.5,0.9,37,33,2.5,0.4,29,30
373,Buckskin Lower,Humboldt,6930,2014,4.0,1.9,34,30,5.2,3.4,33,32,8.6,3.9,36,32,13.6,4.8,40,33,16.2,0.0,49,45,17.8,0.0,55,50,18.2,0.0,67,57,18.8,0.0,61,56,20.2,0.0,57,51,0.0,0.0,49,40,1.9,0.0,36,33,5.9,0.4,31,32
373,Buckskin Lower,Humboldt,6930,2015,9.3,1.6,35,32,10.3,1.8,37,31,12.3,0.5,41,31,13.0,0.0,40,36,16.1,0.0,48,45,19.1,0.0,62,53,19.6,0.0,61,55,20.9,0.0,64,56,21.1,0.0,,52,0.0,0.0,52,44,3.7,0.0,30,34,6.9,2.1,26,33
373,Buckskin Lower,Humboldt,6930,2016,12.0,7.7,28,33,15.7,11.6,35,32,16.3,11.2,36,32,20.6,10.0,43,36,23.4,0.0,47,46,25.2,0.0,59,53,25.3,0.0,64,58,25.3,0.0,64,59,25.3,0.0,54,50,0.0,0.0,45,41,4.7,0.1,38,34,6.6,1.6,25,32
373,Buckskin Lower,Humboldt,6930,2017,11.6,5.1,26,32,15.9,9.8,32,32,19.5,13.0,38,32,23.3,10.4,38,32,28.6,1.6,48,45,30.0,0.0,57,53,32.2,0.0,67,60,32.3,0.0,65,58,32.5,0.0,54,50,0.0,0.0,42,35,2.0,0.0,37,34,6.9,0.2,32,31
373,Buckskin Lower,Humboldt,6930,2018,8.2,1.4,35,32,10.4,3.5,27,32,12.1,4.4,32,32,15.4,4.3,40,35,17.6,0.0,49,47,20.3,0.0,55,52,21.8,0.0,67,59,22.0,0.0,64,60,22.1,0.0,56,52,0.0,0.0,43,39,1.5,0.0,33,30,3.4,1.7,27,30
